epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,754.433,0.66411,0.33145,0.00813,0.97988,0.93108,0.99196,0.85554,0.59189,0.26681,0.00861,0.000950937,0.000950937,0.000950937
31,778.636,0.65954,0.34208,0.00805,0.98687,0.99413,0.99426,0.85966,0.60569,0.20674,0.00866,0.000940625,0.000940625,0.000940625
32,802.743,0.67587,0.33253,0.00851,0.98088,0.97064,0.99326,0.84177,0.654,0.23962,0.00956,0.000930313,0.000930313,0.000930313
33,826.767,0.65711,0.31882,0.00806,0.99337,0.98205,0.99426,0.82695,0.66087,0.22807,0.00936,0.00092,0.00092,0.00092
34,850.735,0.64079,0.30003,0.00809,0.96734,0.97421,0.993,0.8363,0.65119,0.25182,0.00973,0.000909688,0.000909688,0.000909688
35,874.715,0.66118,0.30178,0.00797,0.99286,0.98516,0.994,0.8393,0.63685,0.21182,0.00887,0.000899375,0.000899375,0.000899375
36,898.68,0.62547,0.30738,0.00764,0.9581,0.96778,0.99002,0.84204,0.63356,0.25613,0.00883,0.000889062,0.000889062,0.000889062
37,922.736,0.63726,0.30773,0.00788,0.96334,0.9649,0.99281,0.8539,0.60759,0.22595,0.00894,0.00087875,0.00087875,0.00087875
38,946.937,0.62809,0.29683,0.00756,0.95616,0.99369,0.99057,0.84248,0.64026,0.24045,0.00877,0.000868437,0.000868437,0.000868437
39,970.877,0.63656,0.31039,0.00758,0.96916,1,0.99454,0.83691,0.63908,0.22716,0.00945,0.000858125,0.000858125,0.000858125
40,994.946,0.63483,0.31262,0.00774,0.97955,0.95749,0.98986,0.83057,0.62534,0.23703,0.0088,0.000847813,0.000847813,0.000847813
41,1019.07,0.60717,0.29436,0.00758,0.96309,0.97938,0.99292,0.85303,0.60388,0.23686,0.0085,0.0008375,0.0008375,0.0008375
42,1043.1,0.60351,0.27563,0.00741,0.96137,0.98053,0.99403,0.85238,0.60747,0.23052,0.00888,0.000827187,0.000827187,0.000827187
43,1067.31,0.59418,0.28389,0.00736,0.97522,0.97983,0.99308,0.83886,0.63207,0.22332,0.00874,0.000816875,0.000816875,0.000816875
44,1091.52,0.60823,0.28089,0.00731,0.98243,0.97921,0.99419,0.86264,0.58902,0.21179,0.00787,0.000806562,0.000806562,0.000806562
45,1116.15,0.60709,0.28041,0.00728,0.99554,0.97539,0.9946,0.85918,0.60282,0.19718,0.00856,0.00079625,0.00079625,0.00079625
46,1140.51,0.61355,0.28545,0.00752,0.95892,0.97446,0.99239,0.85034,0.61125,0.23609,0.00878,0.000785938,0.000785938,0.000785938
47,1164.92,0.60562,0.27625,0.00733,0.98283,0.98812,0.99431,0.85506,0.61097,0.19619,0.00899,0.000775625,0.000775625,0.000775625
48,1189.26,0.5966,0.26071,0.00717,0.96765,0.97346,0.99208,0.86674,0.57283,0.22208,0.00838,0.000765313,0.000765313,0.000765313
49,1213.53,0.58188,0.26446,0.00697,0.92179,1,0.9947,0.85132,0.59494,0.21875,0.00842,0.000755,0.000755,0.000755
50,1237.69,0.57926,0.26731,0.00713,0.98849,0.98661,0.99465,0.85946,0.58965,0.19115,0.00824,0.000744688,0.000744688,0.000744688
51,1261.84,0.59054,0.27251,0.00705,0.97488,0.98431,0.99361,0.86033,0.60264,0.20484,0.00848,0.000734375,0.000734375,0.000734375
52,1285.97,0.59219,0.26539,0.0071,0.99006,0.97441,0.99458,0.84541,0.6395,0.20431,0.00904,0.000724062,0.000724062,0.000724062
53,1310.17,0.5961,0.27533,0.00737,0.97158,0.97154,0.99339,0.84035,0.62411,0.22701,0.00877,0.00071375,0.00071375,0.00071375
54,1334.4,0.58071,0.25972,0.00713,0.97451,0.99558,0.99473,0.85341,0.59358,0.18368,0.00823,0.000703437,0.000703437,0.000703437
55,1358.59,0.56575,0.26627,0.0067,0.98976,0.99602,0.995,0.86076,0.58574,0.17024,0.00821,0.000693125,0.000693125,0.000693125
56,1382.82,0.56938,0.24739,0.00674,0.97875,0.99057,0.99378,0.84867,0.62704,0.20135,0.00891,0.000682813,0.000682813,0.000682813
57,1407.23,0.57119,0.25049,0.00678,0.9893,0.99172,0.99495,0.85255,0.59717,0.19147,0.0084,0.0006725,0.0006725,0.0006725
58,1431.53,0.56948,0.25463,0.00677,0.98838,0.99765,0.99467,0.86362,0.58724,0.19008,0.00829,0.000662188,0.000662188,0.000662188
59,1455.76,0.57061,0.26417,0.0067,0.98547,0.98244,0.99456,0.86448,0.59187,0.19237,0.00832,0.000651875,0.000651875,0.000651875
60,1480.07,0.55256,0.24508,0.0066,0.99287,0.98374,0.99467,0.86403,0.60104,0.18219,0.00857,0.000641562,0.000641562,0.000641562
61,1504.29,0.55845,0.24937,0.00655,0.97457,0.99847,0.99465,0.85726,0.60062,0.18321,0.00845,0.00063125,0.00063125,0.00063125
62,1528.5,0.56827,0.23761,0.0068,0.99314,0.99418,0.99487,0.86453,0.58,0.16995,0.00816,0.000620938,0.000620938,0.000620938
63,1552.69,0.55546,0.24517,0.00675,0.97654,0.99417,0.99487,0.8688,0.56827,0.18688,0.00799,0.000610625,0.000610625,0.000610625
64,1576.83,0.54372,0.23134,0.00659,0.99424,0.97338,0.99495,0.85908,0.59956,0.19886,0.00861,0.000600313,0.000600313,0.000600313
65,1601.21,0.55499,0.22457,0.00673,0.98253,0.9917,0.99474,0.86357,0.58684,0.18619,0.00814,0.00059,0.00059,0.00059
66,1625.41,0.54094,0.23379,0.00643,0.98269,0.99961,0.99474,0.86244,0.582,0.17702,0.00803,0.000579688,0.000579688,0.000579688
67,1649.63,0.54217,0.22603,0.00657,0.98902,0.97887,0.99428,0.86311,0.59454,0.18449,0.00838,0.000569375,0.000569375,0.000569375
68,1673.79,0.53246,0.226,0.00633,0.98513,0.99107,0.99474,0.86303,0.58428,0.19985,0.0081,0.000559062,0.000559062,0.000559062
69,1697.98,0.52696,0.21419,0.00636,0.99095,0.99337,0.99495,0.8676,0.58154,0.17645,0.00801,0.00054875,0.00054875,0.00054875
70,1722.47,0.53661,0.22114,0.00641,0.99574,0.98757,0.995,0.87083,0.56859,0.17741,0.00779,0.000538438,0.000538438,0.000538438
71,1746.72,0.53329,0.21897,0.00624,0.99684,0.99915,0.995,0.86273,0.58197,0.1712,0.00814,0.000528125,0.000528125,0.000528125
72,1770.85,0.53511,0.23101,0.00644,0.99114,0.98864,0.99487,0.87073,0.57466,0.17623,0.00798,0.000517813,0.000517813,0.000517813
73,1794.93,0.51078,0.22095,0.0062,0.99243,0.95488,0.99223,0.85486,0.57703,0.19723,0.00791,0.0005075,0.0005075,0.0005075
74,1819.18,0.52746,0.21696,0.00623,0.9965,0.99138,0.995,0.86766,0.56663,0.16237,0.00784,0.000497188,0.000497188,0.000497188
75,1843.31,0.5426,0.23599,0.00647,0.98067,0.98957,0.995,0.8669,0.58453,0.17975,0.00803,0.000486875,0.000486875,0.000486875
76,1867.28,0.51977,0.21767,0.00617,0.99095,0.99478,0.995,0.86493,0.58865,0.17573,0.00845,0.000476562,0.000476562,0.000476562
77,1891.4,0.52051,0.22946,0.00617,0.94721,0.97145,0.99219,0.86581,0.57698,0.20018,0.00782,0.00046625,0.00046625,0.00046625
78,1915.56,0.5256,0.22061,0.00609,0.96978,0.99038,0.99446,0.85884,0.58222,0.17935,0.00794,0.000455937,0.000455937,0.000455937
79,1939.75,0.51674,0.21579,0.00616,0.99099,0.99444,0.99495,0.85504,0.59786,0.18744,0.00829,0.000445625,0.000445625,0.000445625
80,1963.94,0.51847,0.21979,0.00615,0.96794,1,0.99474,0.86396,0.5844,0.18451,0.00811,0.000435312,0.000435312,0.000435312
81,1988.04,0.5145,0.21271,0.00595,0.99606,0.98175,0.995,0.86851,0.58467,0.16877,0.00815,0.000425,0.000425,0.000425
82,2012.25,0.51327,0.21652,0.00602,0.98599,0.97904,0.99408,0.8657,0.57732,0.17342,0.00786,0.000414688,0.000414688,0.000414688
83,2036.24,0.50586,0.20105,0.00604,0.99485,0.98161,0.995,0.85955,0.5844,0.17498,0.00797,0.000404375,0.000404375,0.000404375
84,2060.21,0.50897,0.21123,0.00598,0.98518,1,0.995,0.86445,0.58035,0.16433,0.0079,0.000394063,0.000394063,0.000394063
85,2084.39,0.50758,0.20735,0.00613,0.99326,0.98846,0.9945,0.85976,0.57601,0.17469,0.00781,0.00038375,0.00038375,0.00038375
86,2108.45,0.49656,0.20133,0.00579,0.9932,0.99373,0.99495,0.86187,0.57857,0.17645,0.00784,0.000373437,0.000373437,0.000373437
87,2132.56,0.4952,0.20798,0.0059,0.99726,0.99966,0.995,0.85221,0.58636,0.16202,0.00769,0.000363125,0.000363125,0.000363125
88,2156.56,0.49591,0.20678,0.0058,0.99452,0.98431,0.99437,0.86041,0.58129,0.17798,0.00792,0.000352812,0.000352812,0.000352812
89,2180.73,0.50661,0.20889,0.00583,0.99445,0.96637,0.99008,0.86193,0.57695,0.19091,0.00778,0.0003425,0.0003425,0.0003425
90,2204.92,0.48549,0.2109,0.00555,0.99932,0.99604,0.995,0.86524,0.57544,0.17536,0.00776,0.000332187,0.000332187,0.000332187
